"","AGE","BLUEBOOK","NEW_CAR","CAR_TYPE","CAR_USE","CLM_FREQ","EDUCATION","HOME_VAL","HOMEKIDS","INCOME","JOB","KIDSDRIV","MSTATUS","MVR_PTS","OLDCLAIM","PARENT1","RED_CAR","REVOKED","SEX","TIF","TRAVTIME","URBANICITY","YOJ"
"676",37,23710,0,"Pickup","Commercial","0","Masters",240550,"2",82971,"Manager","0","Yes","2",0,"No","no","No","F",1,40,"Urban",8
"677",42,18710,0,"Sports Car","Private","0","Masters",0,"2",72710,"Home Maker","2","No","1",0,"Yes","no","No","F",10,67,"Rural",12
"678",33,12250,0,"Minivan","Commercial","3","Bachelors",245205,"3",74546,"Blue Collar","0","Yes","5",3961,"No","no","No","M",1,22,"Urban",12
"679",55,25040,0,"Minivan","Private","0","Masters",325876,"0",97890,"Lawyer","0","Yes","0",0,"No","yes","No","M",4,10,"Urban",16
"680",44,41710,0,"Panel Truck","Commercial","0","PhD",431274,"1",173412,"Professional","1","Yes","0",0,"No","no","No","M",6,16,"Urban",16
"681",45,34320,0,"Pickup","Commercial","4","PhD",488301,"3",207123,"Manager","0","No","3",583,"Yes","no","No","F",1,42,"Urban",11
"682",46,22100,0,"Van","Commercial","0","Masters",252802,"0",75983,"Manager","0","Yes","0",0,"No","yes","No","M",4,17,"Urban",5
"683",35,23380,0,"Pickup","Commercial","0","High School",159239,"2",29250,"Blue Collar","0","Yes","1",0,"No","no","No","F",1,45,"Urban",14
"684",49,16220,0,"Minivan","Private","0","Masters",321272,"1",98175,"Lawyer","0","Yes","0",0,"No","no","No","F",3,27,"Urban",12
"685",38,1770,1,"Minivan","Private","0","No High School",0,"0",2726,"Student","0","Yes","0",0,"No","no","No","M",1,51,"Urban",9
"686",37,11740,0,"Sports Car","Private","0","High School",202381,"1",65402,"Blue Collar","1","Yes","0",0,"No","no","No","F",1,62,"Rural",9
"687",51,13760,1,"Minivan","Private","0","High School",200101,"0",45771,"Professional","0","Yes","0",0,"No","yes","No","M",6,61,"Rural",14
"688",49,10760,0,"Pickup","Commercial","0","Bachelors",174690,"0",43560,"Clerical","0","Yes","0",0,"No","yes","No","M",4,35,"Urban",13
"689",48,19250,1,"Sports Car","Private","2","High School",105542,"0",0,"Home Maker","0","Yes","2",5245,"No","no","No","F",13,24,"Urban",0
"690",50,35640,0.0499999999999999,"Panel Truck","Commercial","0","PhD",404405,"0",167365,"Manager","0","No","1",0,"No","yes","No","M",4,48,"Urban",11
"691",57,21550,1,"Minivan","Private","1","No High School",0,"0",0,"Student","0","Yes","0",42944,"No","no","Yes","M",3,7,"Urban",0
"692",48,6300,0,"Pickup","Commercial","0","Bachelors",0,"0",0,"Student","0","Yes","0",0,"No","no","No","M",1,45,"Rural",0
"693",62,23740,0,"Sports Car","Private","0","High School",118797,"0",2861,"Home Maker","0","Yes","2",0,"No","no","No","F",11,39,"Rural",13
"694",30,6600,0,"Pickup","Commercial","1","Bachelors",142627,"2",56253,"Professional","0","Yes","5",2986,"No","yes","No","M",10,9,"Urban",12
"695",53,12970,0,"SUV","Private","0","Masters",336124,"0",114746,"Lawyer","0","Yes","1",0,"No","no","No","F",6,13,"Urban",13
"696",37,19970,0,"Pickup","Private","0","No High School",142769,"0",22632,"Blue Collar","0","No","1",0,"No","no","Yes","F",13,56,"Urban",11
"697",45,11160,0,"Sports Car","Private","0","PhD",322926,"0",0,"Manager","0","Yes","0",0,"No","no","No","F",1,5,"Urban",12
"698",42,29920,0,"Panel Truck","Commercial","2","Masters",339138,"3",124375,"Manager","0","Yes","4",3199,"No","no","No","M",1,47,"Urban",11
"699",50,12580,0,"SUV","Private","0","No High School",0,"0",34101,"Blue Collar","0","No","0",0,"No","no","No","F",4,15,"Urban",13
"700",53,14970,1,"Minivan","Private","3","No High School",119212,"0",18635,"Blue Collar","0","Yes","5",1358,"No","yes","No","M",6,14,"Urban",14
"701",43,24500,0,"Van","Commercial","0","Bachelors",99554,"0",2346,"Student","0","Yes","0",0,"No","no","No","F",10,25,"Urban",12
"702",42,28370,0,"Pickup","Private","0","Masters",321982,"2",130454,"Manager","2","Yes","0",0,"No","no","No","F",7,27,"Urban",11
"703",50,17460,0,"Sports Car","Private","3","Masters",317460,"0",109639,"Lawyer","0","Yes","6",5516,"No","no","No","F",4,44,"Urban",12
"704",51,6390,0,"SUV","Private","0","Masters",0,"0",29138,"Lawyer","0","No","0",0,"No","no","No","F",1,16,"Rural",16
"705",53,9650,0,"Pickup","Commercial","0","No High School",145198,"0",28535,"Blue Collar","0","Yes","0",0,"No","no","No","M",9,90,"Rural",14
"706",56,16150,1,"Minivan","Private","0","PhD",236150,"0",59152,"Doctor","0","No","0",0,"No","no","No","M",1,49,"Urban",13
"707",40,19670,0,"Van","Private","3","No High School",168433,"1",42745,"Blue Collar","0","Yes","3",34492,"No","yes","Yes","M",16,25,"Urban",9
"708",44,9070,1,"SUV","Private","3","High School",0,"3",31728,"Clerical","1","No","5",5897,"Yes","no","No","F",6,28,"Urban",15
"709",32,11250,1,"Pickup","Commercial","0","High School",215744,"1",100057,"Blue Collar","0","No","2",0,"Yes","no","No","M",6,45,"Rural",6
"710",46,6100,0,"Pickup","Private","0","PhD",295080,"0",116602,"Doctor","0","No","0",0,"No","yes","No","M",7,42,"Urban",9
"711",63,18540,1,"Sports Car","Private","2","High School",158150,"0",18213,"Clerical","0","No","0",5139,"No","no","No","F",1,49,"Rural",13
"712",43,12470,1,"Sports Car","Private","0","No High School",0,"0",25713,"Student","0","Yes","0",0,"No","no","No","F",1,31,"Rural",8
"713",33,11620,0,"SUV","Commercial","0","Bachelors",0,"0",101191,"Blue Collar","0","No","1",0,"No","no","No","F",4,33,"Urban",10
"714",38,10560,0.134,"Pickup","Private","0","Bachelors",0,"1",90596,"Manager","1","No","0",0,"Yes","no","No","M",1,19,"Urban",12
"715",55,8510,0,"SUV","Private","0","Bachelors",210623,"0",70093,"Blue Collar","0","Yes","1",0,"No","no","No","F",1,60,"Rural",13
"716",55,22460,0,"Minivan","Private","0","PhD",335018,"0",98980,"Doctor","0","Yes","0",0,"No","yes","No","M",3,36,"Urban",14
"717",39,23610,1,"Panel Truck","Commercial","0","Bachelors",264482,"3",85127,"Professional","0","Yes","0",0,"No","no","No","M",1,45,"Rural",14
"718",35,8270,1,"Pickup","Private","0","No High School",148303,"0",32655,"Clerical","0","No","0",0,"No","yes","No","M",3,43,"Rural",10
"719",60,12710,0,"Minivan","Private","0","PhD",207382,"0",52146,"Doctor","0","No","0",0,"No","no","No","M",11,24,"Urban",15
"720",47,12560,0,"SUV","Private","0","Masters",175750,"0",0,"Professional","0","Yes","0",0,"No","no","No","F",6,50,"Urban",11
"721",36,7940,1,"SUV","Private","1","No High School",0,"0",16034,"Blue Collar","0","No","1",9459,"No","no","No","F",1,42,"Urban",5
"722",35,6870,1,"Pickup","Private","0","High School",180846,"2",26372,"Clerical","0","Yes","0",0,"No","yes","No","M",1,54,"Rural",12
"723",54,23220,0,"Minivan","Private","0","PhD",167921,"0",63442,"Doctor","0","No","0",0,"No","yes","No","M",10,33,"Urban",11
"724",42,12900,0.0299999999999999,"Minivan","Private","0","Masters",180336,"0",59142,"Manager","0","Yes","0",0,"No","no","No","M",6,43,"Urban",11
"725",38,19500,0,"Minivan","Private","0","Bachelors",345671,"0",142002,"Manager","0","Yes","4",0,"No","yes","No","M",4,33,"Urban",10
"726",39,10880,0,"Pickup","Private","0","Bachelors",244266,"0",54818,"Manager","0","Yes","0",0,"No","yes","Yes","M",4,48,"Urban",10
"727",46,19070,1,"Minivan","Commercial","0","High School",0,"0",44763,"Blue Collar","0","No","0",0,"No","no","No","F",4,39,"Rural",12
"728",56,20170,0.0666666666666666,"SUV","Private","0","Bachelors",164891,"0",42267,"Manager","0","Yes","1",0,"No","no","No","F",1,7,"Urban",12
"729",48,7970,1,"Pickup","Private","0","No High School",0,"0",0,"Student","0","No","0",0,"No","yes","No","M",1,41,"Rural",0
"730",48,20040,1,"Minivan","Private","0","High School",169213,"0",40743,"Clerical","0","Yes","0",0,"No","no","Yes","F",10,14,"Urban",12
"731",39,1500,0,"Sports Car","Private","1","No High School",60718,"3",22626,"Blue Collar","0","Yes","3",5764,"No","no","No","F",1,46,"Urban",16
"732",39,20840,1,"SUV","Private","0","No High School",0,"3",51524,"Blue Collar","0","No","1",0,"Yes","no","No","F",3,41,"Urban",14
"733",45,22370,0,"Pickup","Commercial","2","PhD",0,"2",136408,"Manager","0","No","0",1463,"Yes","no","No","F",8,26,"Urban",13
"734",52,11900,0,"SUV","Private","0","Masters",191937,"0",37239,"Manager","0","Yes","0",0,"No","no","No","F",3,22,"Urban",14
"735",44,32130,0,"Pickup","Commercial","0","High School",166614,"0",32713,"Clerical","0","Yes","1",0,"No","no","No","F",9,84,"Urban",13
"736",35,5000,0.33,"Minivan","Private","2","No High School",0,"3",0,"Student","0","No","1",3969,"Yes","yes","No","M",1,15,"Urban",0
"737",35,27030,1,"SUV","Commercial","1","High School",195156,"0",44839,"Clerical","0","Yes","2",5068,"No","no","No","M",6,5,"Rural",10
"738",45,23750,0,"SUV","Private","0","High School",195375,"1",77563,"Blue Collar","0","Yes","0",0,"No","no","No","F",15,21,"Urban",14
"739",56,14670,0,"Sports Car","Private","2","Bachelors",0,"2",44022,"Student","0","Yes","0",8818,"No","no","No","F",4,41,"Urban",15
"740",37,9740,0,"Pickup","Commercial","0","Masters",226818,"0",82444,"Manager","0","No","1",0,"No","yes","No","M",1,5,"Urban",13
"741",59,7400,0,"Sports Car","Commercial","1","High School",145884,"0",0,"Student","0","No","1",5259,"No","no","No","F",1,13,"Urban",0
"742",45,4750,0,"SUV","Private","0","Bachelors",82151,"2",0,"Home Maker","1","Yes","0",0,"No","no","No","F",6,29,"Urban",0
"743",41,5600,0,"SUV","Private","2","No High School",125873,"3",13393,"Clerical","2","Yes","5",1479,"No","no","No","F",3,31,"Urban",14
"744",63,30480,0,"SUV","Private","0","Masters",203372,"0",47276,"Lawyer","0","Yes","1",0,"No","no","No","M",3,30,"Urban",15
"745",29,20040,0,"Van","Private","2","Masters",0,"1",142531,"Professional","0","No","2",5077,"Yes","no","No","M",7,39,"Urban",12
"746",25,27470,0,"Pickup","Commercial","2","High School",211306,"3",71892,"Blue Collar","0","Yes","6",3340,"No","no","No","F",6,21,"Urban",15
"747",27,11920,1,"Pickup","Commercial","1","High School",0,"3",45803,"Blue Collar","0","No","1",2043,"Yes","yes","No","M",4,20,"Urban",9
"748",46,17380,1,"Van","Commercial","0","High School",0,"0",0,"Student","0","No","3",0,"No","yes","No","M",4,23,"Rural",0
"749",56,13800,0.00999999999999991,"Sports Car","Private","0","PhD",362667,"0",122772,"Doctor","0","Yes","0",0,"No","no","No","F",6,54,"Urban",15
"750",32,18430,0,"SUV","Private","0","Masters",0,"2",111655,"Lawyer","0","No","1",0,"Yes","no","No","F",4,41,"Urban",11
"751",42,9180,0,"Pickup","Commercial","0","High School",0,"0",34810,"Blue Collar","0","No","1",0,"No","yes","No","M",1,20,"Rural",12
"752",32,12500,1,"Minivan","Private","1","No High School",0,"1",0,"Student","0","Yes","3",3983,"No","no","No","M",7,48,"Urban",0
"753",45,14250,1,"SUV","Commercial","0","High School",240926,"2",46458,"Blue Collar","0","Yes","0",0,"No","no","Yes","F",10,41,"Urban",13
"754",47,11170,0.47,"SUV","Private","4","High School",0,"0",36302,"Clerical","0","No","3",2549,"No","no","No","F",10,50,"Urban",8
"755",53,1500,0,"Minivan","Commercial","0","High School",99602,"0",0,"Student","0","Yes","0",0,"No","yes","No","M",1,45,"Rural",15
"756",51,10370,0,"SUV","Private","0","Bachelors",258739,"0",94587,"Home Maker","0","No","2",0,"No","no","Yes","F",7,18,"Urban",13
"757",34,14760,1,"SUV","Private","0","No High School",113850,"2",17753,"Clerical","0","Yes","2",0,"No","no","No","F",1,37,"Urban",13
"758",50,11190,0,"Pickup","Commercial","2","High School",186519,"0",42870,"Manager","0","Yes","6",7812,"No","no","No","M",6,28,"Urban",13
"759",54,9730,0,"Pickup","Commercial","0","Bachelors",118361,"0",18917,"Professional","0","Yes","0",0,"No","yes","No","M",6,6,"Urban",11.9373214285714
"760",44,3570,0,"SUV","Private","0","High School",148332,"2",20676,"Professional","0","Yes","0",0,"No","no","No","F",1,51,"Urban",14
"761",52,23640,0,"Panel Truck","Commercial","0","Masters",0,"0",112953,"Professional","0","No","0",0,"No","yes","No","M",11,33,"Urban",10
"762",41,10680,1,"SUV","Commercial","0","High School",204326,"3",50840,"Blue Collar","1","No","1",0,"Yes","no","No","F",4,44,"Urban",11
"763",60,20040,0,"Minivan","Private","3","High School",187429,"2",44830,"Professional","1","No","1",6456,"Yes","yes","No","M",4,35,"Urban",12
"764",45,22410,1,"Minivan","Private","1","No High School",0,"3",12158,"Clerical","0","No","5",3636,"Yes","no","No","F",3,22,"Urban",15
"765",39,9950,1,"Pickup","Private","3","High School",118221,"0",33037,"Clerical","0","Yes","1",5829,"No","no","Yes","M",6,38,"Urban",11
"766",47,9150,0,"Pickup","Private","1","High School",81685,"0",19483,"Clerical","0","Yes","6",20115,"No","no","Yes","M",4,54,"Urban",14
"767",43,5800,0,"SUV","Private","3","Masters",0,"0",121075,"Lawyer","0","No","2",2069,"No","no","No","F",1,16,"Urban",9
"768",55,40580,0,"Van","Commercial","2","PhD",0,"0",131277,"Manager","0","No","3",6680,"No","no","No","F",10,30,"Urban",14
"769",49,23570,0,"Panel Truck","Commercial","1","PhD",138563,"0",9316,"Manager","0","No","2",1208,"No","no","Yes","M",6,10,"Urban",5
"770",38,5340,0,"SUV","Private","1","No High School",0,"3",0,"Student","1","Yes","0",5290,"No","no","No","F",14,32,"Rural",0
"771",35,7470,0,"SUV","Commercial","1","Bachelors",0,"0",24696,"Student","0","Yes","2",4350,"No","no","No","F",6,31,"Urban",13
"772",49,11610,1,"Pickup","Commercial","1","No High School",0,"0",0,"Student","0","Yes","5",3996,"No","no","No","M",10,23,"Urban",0
"773",43,19010,0,"Van","Commercial","1","PhD",0,"0",132108,"Manager","0","No","4",11909,"No","yes","No","M",11,11,"Urban",6
"774",50,10210,0,"Pickup","Commercial","0","Bachelors",97670,"0",0,"Blue Collar","0","No","5",0,"No","yes","No","M",1,50,"Urban",14
"775",56,7100,1,"SUV","Private","0","No High School",98659,"0",18261,"Blue Collar","0","Yes","0",0,"No","no","No","F",1,32,"Rural",11.6748666666667
"776",27,21860,0,"SUV","Private","3","High School",224245,"3",78418,"Professional","0","No","0",4740,"Yes","no","No","F",1,5,"Urban",12
"777",43,11090,1,"SUV","Private","0","High School",0,"3",52906,"Student","2","Yes","0",0,"No","no","No","F",1,40,"Rural",12
"778",47,10440,0.72,"SUV","Private","0","No High School",138507,"0",16980,"Clerical","0","Yes","3",0,"No","no","No","F",1,27,"Urban",13
"779",53,25840,0,"Panel Truck","Commercial","2","Bachelors",335699,"0",110911,"Professional","0","Yes","1",10474,"No","yes","No","M",17,49,"Urban",13
"780",40,17200,0,"SUV","Private","0","No High School",157515,"3",48654,"Blue Collar","0","Yes","0",0,"No","no","No","F",4,21,"Rural",10
"781",47,11700,0,"SUV","Private","2","Bachelors",206801,"0",55019,"Professional","0","Yes","3",2257,"No","no","No","F",4,51,"Urban",12
"782",34,18660,1,"Van","Commercial","0","No High School",0,"0",15363,"Blue Collar","0","No","3",0,"No","yes","Yes","M",1,27,"Urban",9
"783",50,17990,0,"Minivan","Private","0","PhD",298946,"0",114923,"Doctor","0","Yes","7",0,"No","no","No","F",10,30,"Urban",10.4911428571429
"784",41,22060,0,"Minivan","Private","1","Masters",250551,"2",96330,"Lawyer","1","No","4",4165,"Yes","no","No","M",1,23,"Urban",8
"785",44,9940,1,"Pickup","Private","1","High School",78982,"0",33474,"Clerical","0","Yes","1",4266,"No","no","No","M",10,23,"Urban",12
"786",35,21180,1,"Van","Commercial","2","High School",0,"0",46255,"Manager","0","No","2",8194,"No","no","No","M",4,37,"Urban",9
"787",50,15020,0,"Sports Car","Private","0","Bachelors",170796,"0",45620,"Manager","0","Yes","3",0,"No","no","No","F",10,20,"Urban",10
"788",44,15980,0,"Minivan","Private","2","Bachelors",0,"3",84007,"Professional","0","Yes","8",6935,"No","yes","No","M",6,24,"Urban",11
"789",29,9760,0,"SUV","Private","0","High School",0,"3",53643,"Clerical","0","No","1",0,"Yes","no","Yes","F",1,54,"Rural",10
"790",48,19510,0.383333333333333,"Van","Commercial","0","High School",186229,"0",35565,"Blue Collar","0","Yes","1",0,"No","no","No","M",3,59,"Rural",15
"791",44,12170,0,"Minivan","Private","0","Masters",173680,"0",62741,"Lawyer","0","Yes","0",0,"No","no","No","M",6,30,"Urban",12
"792",41,14430,1,"Minivan","Private","0","No High School",119899,"0",20766,"Blue Collar","0","Yes","0",0,"No","no","No","M",1,43,"Urban",7
"793",41,24650,0,"Panel Truck","Commercial","0","Masters",263819,"1",94116,"Professional","1","No","3",0,"Yes","no","No","M",15,18,"Urban",13
"794",45,31010,0.4,"Van","Private","0","No High School",252391,"3",61952,"Clerical","0","No","1",0,"Yes","no","No","F",6,20,"Urban",14
"795",50,18050,0,"SUV","Private","1","Bachelors",61314,"0",0,"Home Maker","0","Yes","0",3485,"No","no","No","F",10,35,"Urban",0
"796",39,7090,1,"Sports Car","Private","0","No High School",147219,"0",16929,"Blue Collar","0","Yes","0",0,"No","no","No","F",4,24,"Urban",9
"797",48,12790,0,"Minivan","Commercial","0","Bachelors",282967,"0",64916,"Blue Collar","0","Yes","0",0,"No","yes","No","M",10,34,"Urban",12
"798",28,1500,0,"SUV","Private","2","No High School",0,"3",0,"Student","0","Yes","8",3202,"No","no","No","F",4,29,"Urban",0
"799",41,10810,1,"Pickup","Commercial","1","High School",274760,"2",93150,"Manager","2","No","2",6985,"Yes","no","No","M",4,49,"Urban",9
"800",40,10570,0,"SUV","Commercial","0","High School",0,"2",50700,"Blue Collar","0","No","0",0,"Yes","no","No","F",17,15,"Urban",10
"801",53,18290,1,"Van","Commercial","0","No High School",0,"0",0,"Student","0","No","0",0,"No","yes","No","M",10,53,"Rural",0
"802",43,8340,0,"Pickup","Private","0","High School",129144,"2",19916,"Clerical","0","Yes","0",0,"No","yes","No","M",1,43,"Rural",14
"803",48,15950,0,"SUV","Private","0","Masters",287237,"0",96479,"Manager","0","No","0",0,"No","no","No","F",9,27,"Urban",13
"804",51,11700,0,"Pickup","Commercial","0","High School",173234,"0",50991,"Blue Collar","0","Yes","0",0,"No","yes","No","M",1,41,"Urban",12
"805",54,23440,0,"Minivan","Private","0","Masters",0,"0",157057,"Manager","0","No","0",0,"No","no","No","F",1,21,"Urban",12
"806",43,5800,0,"SUV","Commercial","0","High School",260696,"2",98429,"Blue Collar","2","Yes","0",0,"No","no","No","F",1,35,"Rural",11
"807",35,12650,0,"Minivan","Private","0","High School",233303,"2",76488,"Clerical","0","Yes","2",0,"No","no","No","F",4,43,"Urban",14
"808",48,9830,1,"Minivan","Private","0","High School",158702,"0",29523,"Clerical","0","Yes","1",0,"No","no","No","M",1,35,"Urban",6
"809",51,6600,0,"SUV","Private","0","High School",85559,"0",0,"Home Maker","0","Yes","0",0,"No","no","No","F",4,47,"Rural",0
"810",49,30520,0,"Pickup","Commercial","1","Bachelors",319596,"0",116587,"Blue Collar","0","Yes","6",8514,"No","no","No","F",1,45,"Urban",14
"811",37,16530,1,"Van","Commercial","3","No High School",133822,"3",39923,"Blue Collar","0","Yes","2",10546,"No","yes","No","M",6,5,"Urban",13
"812",47,6500,0,"SUV","Private","0","Bachelors",91520,"0",2825,"Home Maker","0","Yes","2",0,"No","no","No","F",1,65,"Rural",14
"813",46,18930,1,"SUV","Private","0","Masters",250444,"0",0,"Manager","0","Yes","1",0,"No","no","No","F",4,36,"Urban",13
"814",48,3200,0,"SUV","Private","0","Bachelors",180495,"0",41443,"Clerical","0","Yes","0",0,"No","no","No","F",3,40,"Rural",13
"815",61,31240,0,"Sports Car","Private","2","Masters",0,"2",119013,"Lawyer","0","No","1",7204,"Yes","no","No","F",14,50,"Urban",16
"816",46,6000,1,"Pickup","Private","0","No High School",0,"0",0,"Student","0","Yes","1",0,"No","no","No","M",1,5,"Urban",0
"817",58,17850,0,"Minivan","Private","0","Bachelors",0,"0",20473,"Home Maker","0","No","0",0,"No","no","No","F",1,52,"Rural",14
"818",41,23560,1,"Pickup","Commercial","0","Bachelors",0,"1",46874,"Professional","0","No","0",0,"Yes","no","No","F",1,51,"Urban",12
"819",46,24930,1,"Pickup","Private","1","High School",144646,"0",6576,"Home Maker","0","Yes","6",23060,"No","no","Yes","F",1,48,"Urban",12
"820",37,4620,0,"Sports Car","Private","2","High School",0,"0",27126,"Clerical","0","No","7",5481,"No","no","No","F",7,71,"Rural",5
