"","TARGET_FLAG","TARGET_AMT","AGE","BLUEBOOK","NEW_CAR","CAR_TYPE","CAR_USE","CLM_FREQ","EDUCATION","HOME_VAL","HOMEKIDS","INCOME","JOB","KIDSDRIV","MSTATUS","MVR_PTS","OLDCLAIM","PARENT1","RED_CAR","REVOKED","SEX","TIF","TRAVTIME","URBANICITY","YOJ"
"1787","1",1338,41,20800,0,"Sports Car","Private","0","High School",150503,"0",39645,"Clerical","0","Yes","0",0,"No","no","No","F",14,48,"Urban",13
"1788","0",0,46,9380,1,"Sports Car","Commercial","3","High School",270734,"0",78804,"Blue Collar","0","Yes","0",7428,"No","no","No","F",12,54,"Urban",12
"1789","0",0,49,15680,0,"Minivan","Private","0","High School",176758,"0",57775,"Manager","0","Yes","0",0,"No","no","No","F",7,35,"Urban",8
"1790","0",0,51,1500,0,"Minivan","Private","0","Masters",305361,"0",117742,"Lawyer","0","Yes","0",0,"No","yes","No","M",10,23,"Urban",14
"1791","0",0,47,11240,0,"SUV","Private","0","PhD",408755,"0",161627,"Doctor","0","No","1",0,"No","no","No","F",1,23,"Urban",10
"1792","0",0,35,34270,0,"Pickup","Private","0","PhD",319590,"2",103802,"Manager","0","Yes","0",0,"No","no","No","F",6,30,"Urban",9
"1793","0",0,34,21670,1,"SUV","Private","0","High School",0,"4",34135,"Manager","0","No","0",0,"Yes","no","No","F",1,40,"Urban",14
"1794","0",0,45,19420,0,"Van","Commercial","0","High School",259295,"0",67095,"Blue Collar","0","No","0",0,"No","no","No","M",1,56,"Rural",11
"1795","1",2907.2736415,60,10560,0,"Sports Car","Private","0","PhD",416062,"2",151225,"Doctor","1","Yes","3",0,"No","no","No","F",6,46,"Urban",15
"1796","0",0,48,30600,0,"SUV","Private","0","Masters",271839,"0",115126,"Lawyer","0","Yes","0",0,"No","no","Yes","F",7,38,"Urban",14
"1797","1",2934,35,7100,0.44,"Minivan","Commercial","0","High School",0,"3",20986,"Blue Collar","0","No","2",0,"Yes","no","No","F",11,37,"Urban",12
"1798","0",0,52,19630,0,"Pickup","Private","0","PhD",343853,"0",138004,"Manager","0","No","0",0,"No","no","No","F",10,10,"Urban",9
"1799","0",0,45,9500,0,"Minivan","Private","0","High School",151007,"1",38639,"Clerical","0","Yes","0",0,"No","yes","No","F",1,98,"Rural",12
"1800","0",0,33,10070,0.15,"Minivan","Private","1","Bachelors",185164,"1",52682,"Professional","0","No","4",4676,"Yes","no","No","F",4,23,"Urban",14
"1801","0",0,49,33990,0,"Panel Truck","Commercial","0","No High School",130333,"0",17804,"Clerical","0","Yes","0",0,"No","no","No","M",4,20,"Rural",13
"1802","0",0,56,33140,0,"Van","Private","2","Bachelors",451332,"0",178807,"Professional","0","Yes","0",2925,"No","no","No","F",1,53,"Urban",9
"1803","0",0,50,31330,0,"Minivan","Private","0","Masters",0,"0",76515,"Lawyer","0","Yes","0",0,"No","no","No","F",15,25,"Urban",9
"1804","0",0,53,29020,0,"Panel Truck","Commercial","0","PhD",422061,"0",168489,"Manager","0","Yes","0",0,"No","no","No","M",4,32,"Urban",12
"1805","0",0,34,18830,1,"SUV","Private","0","No High School",0,"1",6362,"Clerical","0","No","1",0,"Yes","no","No","F",1,36,"Rural",10
"1806","0",0,41,6200,0,"Sports Car","Private","0","No High School",0,"2",0,"Student","0","No","0",0,"Yes","no","No","F",13,50,"Rural",0
"1807","0",0,52,26740,0,"Panel Truck","Commercial","3","PhD",447758,"0",174389,"Manager","0","Yes","0",3432,"No","yes","No","M",7,28,"Urban",14
"1808","0",0,36,8220,0,"Sports Car","Private","2","No High School",120635,"1",19217,"Clerical","0","Yes","5",7194,"No","no","No","F",1,25,"Rural",12
"1809","1",2166,60,11640,1,"SUV","Private","0","High School",125809,"2",3005,"Home Maker","0","No","0",0,"Yes","no","Yes","F",17,5,"Urban",15
"1810","0",0,60,21560,1,"Pickup","Private","2","Bachelors",153061,"0",19796,"Clerical","0","No","5",3437,"No","no","No","F",13,19,"Urban",12
"1811","1",707,30,4500,0,"Pickup","Commercial","0","Bachelors",0,"1",0,"Student","0","No","1",0,"Yes","no","Yes","M",4,46,"Urban",0
"1812","0",0,43,16760,1,"Minivan","Private","0","Bachelors",0,"0",80746,"Manager","0","No","1",0,"No","yes","No","M",8,11,"Urban",12
"1813","1",774.3077738,50,13920,0,"SUV","Commercial","2","Bachelors",0,"0",68194,"Blue Collar","0","No","2",3800,"No","no","No","F",4,69,"Urban",13
"1814","1",6332,37,10650,1,"Pickup","Private","2","Bachelors",284853,"3",91450,"Professional","1","Yes","3",27439,"No","yes","Yes","M",1,47,"Urban",13
"1815","0",0,61,10960,0,"Sports Car","Private","0","Bachelors",390342,"0",145194,"Manager","0","No","3",0,"No","no","No","M",13,12,"Urban",10
"1816","0",0,43,10900,0,"SUV","Commercial","0","Bachelors",0,"3",0,"Student","1","Yes","2",0,"No","no","Yes","F",13,16,"Urban",18
"1817","0",0,33,1500,0,"SUV","Private","2","No High School",0,"1",16502,"Clerical","0","No","2",24512,"Yes","no","No","F",6,31,"Rural",3
"1818","1",3554,52,21460,0,"SUV","Private","2","No High School",0,"0",56582,"Clerical","0","No","1",1606,"No","no","No","F",13,47,"Urban",11
"1819","0",0,41,9200,1,"Minivan","Private","3","High School",190650,"1",36445,"Clerical","0","Yes","1",8518,"No","yes","No","M",6,23,"Urban",11
"1820","1",3388,41,5600,0,"SUV","Private","2","Bachelors",212477,"1",63989,"Manager","1","Yes","0",37404,"No","no","No","F",1,41,"Urban",11
"1821","0",0,24,17720,0,"Van","Private","0","Bachelors",147969,"0",57504,"Professional","0","Yes","1",0,"No","yes","Yes","M",4,22,"Urban",8
"1822","0",0,40,21320,0,"SUV","Private","0","No High School",0,"1",13719,"Clerical","0","No","1",0,"Yes","no","No","F",10,32,"Rural",10
"1823","1",5146,37,19400,0,"SUV","Private","0","PhD",0,"2",141969,"Manager","2","No","3",0,"Yes","no","No","F",3,50,"Urban",13
"1824","0",0,42,7760,0,"Minivan","Private","0","High School",120836,"0",14006,"Home Maker","0","Yes","0",0,"No","no","No","F",13,23,"Urban",12
"1825","0",0,48,18090,0,"Minivan","Commercial","0","High School",0,"0",34351,"Blue Collar","0","No","1",0,"No","no","No","F",1,29,"Urban",13
"1826","0",0,39,11290,0,"Minivan","Private","0","Bachelors",0,"1",0,"Student","0","Yes","2",0,"No","no","No","F",12,75,"Urban",0
"1827","0",0,61,41250,0,"Van","Private","2","Masters",0,"0",115440,"Lawyer","0","No","3",5650,"No","no","No","M",4,11,"Urban",12
"1828","0",0,48,32110,0,"Panel Truck","Commercial","0","PhD",437339,"0",180128,"Manager","0","Yes","0",0,"No","no","No","M",1,16,"Urban",12
"1829","0",0,39,1500,0,"Minivan","Private","1","Masters",210896,"0",55246,"Lawyer","0","No","7",9011,"No","no","No","M",1,9,"Urban",12
"1830","1",5349,51,6600,0,"SUV","Private","0","Masters",477999,"0",175219,"Manager","0","Yes","0",0,"No","no","No","F",8,22,"Urban",14
"1831","1",2532,36,1500,0,"Minivan","Private","4","Bachelors",221596,"2",51969,"Clerical","0","Yes","0",3488,"No","yes","No","M",16,55,"Urban",12.2808333333333
"1832","1",45191.303991,59,11600,1,"Minivan","Commercial","0","High School",0,"0",0,"Student","0","Yes","0",0,"No","no","No","F",6,34,"Urban",10
"1833","0",0,49,12920,1,"SUV","Private","0","PhD",301702,"0",105594,"Doctor","0","Yes","3",0,"No","no","No","F",13,17,"Urban",8
"1834","0",0,39,18100,0,"SUV","Private","2","Bachelors",0,"0",74548,"Professional","0","No","2",25130,"No","no","No","F",1,33,"Urban",8
"1835","1",5667,53,12080,0,"Sports Car","Private","0","High School",170358,"1",31205,"Clerical","0","Yes","0",0,"No","no","No","F",1,27,"Urban",11.9051515151515
"1836","0",0,48,11680,0,"Minivan","Private","0","No High School",0,"0",42156,"Clerical","0","No","0",0,"No","no","No","M",1,50,"Rural",12
"1837","1",5836,36,13440,1,"Pickup","Commercial","2","No High School",0,"0",0,"Student","0","No","8",5093,"No","no","No","F",10,35,"Urban",0
"1838","1",3036,46,12910,0,"SUV","Private","0","Bachelors",214584,"0",68126,"Professional","0","Yes","3",0,"No","no","Yes","F",1,52,"Urban",11
"1839","0",0,29,26670,1,"Sports Car","Private","0","No High School",103207,"4",0,"Home Maker","0","Yes","4",0,"No","no","No","F",9,44,"Rural",0
"1840","0",0,40,7890,1,"SUV","Private","0","No High School",0,"3",0,"Student","0","Yes","0",0,"No","no","No","F",3,30,"Urban",0
"1841","1",3110,26,4100,0,"SUV","Private","2","Bachelors",50964,"3",0,"Home Maker","0","Yes","6",2621,"No","no","No","F",1,42,"Urban",0
"1842","0",0,55,19450,0,"Minivan","Private","2","PhD",0,"2",127075,"Doctor","1","No","4",7744,"Yes","no","No","M",1,41,"Urban",15
"1843","0",0,44,24910,1,"Pickup","Private","0","High School",134937,"4",27069,"Clerical","0","Yes","0",0,"No","no","No","F",6,80,"Urban",15
"1844","0",0,36,20150,0,"Minivan","Private","0","High School",72501,"3",8615,"Home Maker","2","Yes","0",0,"No","no","No","F",1,41,"Rural",13
"1845","0",0,54,7880,0,"Pickup","Commercial","1","Masters",0,"0",0,"Manager","0","Yes","4",5203,"No","no","No","M",7,24,"Urban",13
"1846","0",0,41,18240,0,"Van","Private","0","PhD",349884,"3",126363,"Doctor","0","Yes","0",0,"No","yes","No","M",13,27,"Urban",15
"1847","0",0,45,9590,1,"SUV","Private","0","Bachelors",259622,"0",78432,"Manager","0","Yes","0",0,"No","no","No","F",4,25,"Urban",13
"1848","0",0,51,26020,1,"Sports Car","Private","2","Bachelors",190592,"0",74501,"Professional","0","Yes","4",9845,"No","no","No","F",13,46,"Urban",13
"1849","0",0,43,14350,0,"Minivan","Private","3","High School",50223,"2",6162,"Home Maker","2","Yes","5",13752,"No","no","No","F",1,32,"Urban",14
"1850","0",0,44,9770,0,"SUV","Private","0","High School",0,"0",0,"Student","0","Yes","0",0,"No","no","No","F",13,77,"Rural",0
"1851","0",0,28,22200,0,"SUV","Commercial","0","Bachelors",262856,"1",97231,"Blue Collar","0","Yes","3",0,"No","no","No","F",4,56,"Rural",13
"1852","0",0,61,17410,0,"Sports Car","Private","0","Masters",227562,"0",61472,"Lawyer","0","Yes","5",0,"No","no","Yes","F",1,46,"Urban",11
"1853","0",0,41,5600,1,"Pickup","Private","2","Bachelors",310709,"3",90991,"Professional","2","Yes","4",1421,"No","yes","No","M",7,43,"Urban",10
"1854","0",0,42,22350,0,"SUV","Private","2","Masters",223784,"0",69780,"Lawyer","0","Yes","3",5346,"No","no","No","F",6,32,"Urban",11
"1855","1",5443,39,19950,0,"Pickup","Commercial","1","No High School",60718,"3",22626,"Blue Collar","0","Yes","7",6937,"No","no","No","F",1,46,"Urban",16
"1856","1",4847,43,25510,0,"Panel Truck","Commercial","0","Masters",0,"1",199866,"Manager","1","No","1",0,"Yes","yes","No","M",6,33,"Urban",8
"1857","0",0,34,15230,0,"SUV","Private","0","Bachelors",219049,"2",51497,"Clerical","0","Yes","0",0,"No","no","No","F",7,51,"Rural",14
"1858","0",0,41,15950,0,"Minivan","Private","2","Masters",305052,"0",103461,"Professional","0","Yes","3",3443,"No","yes","No","M",6,35,"Urban",10.3651503759398
"1859","0",0,53,21920,0.108571428571429,"Van","Private","0","Bachelors",186151,"0",64915,"Manager","0","Yes","0",0,"No","yes","No","M",1,41,"Urban",14
"1860","0",0,32,9280,0,"SUV","Private","2","No High School",91593,"1",8824,"Professional","0","Yes","1",4409,"No","no","No","F",1,60,"Urban",11
"1861","0",0,51,15910,0,"Minivan","Private","2","PhD",276147,"0",91605,"Doctor","0","Yes","3",2645,"No","yes","No","M",1,58,"Urban",11
"1862","0",0,54,7000,0,"Sports Car","Private","3","Masters",0,"0",177842,"Lawyer","0","No","1",47939,"No","no","No","F",10,50,"Urban",11
"1863","0",0,46,11890,1,"Pickup","Commercial","0","High School",145066,"0",23571,"Clerical","0","Yes","0",0,"No","yes","No","M",4,45,"Rural",14
"1864","0",0,44,8060,1,"SUV","Private","1","No High School",0,"0",5069,"Student","0","No","1",1022,"No","no","No","F",7,37,"Urban",12
"1865","0",0,48,13930,0,"SUV","Private","0","Bachelors",165130,"0",20792,"Home Maker","0","Yes","0",0,"No","no","No","F",3,49,"Rural",14
"1866","0",0,52,35760,0,"SUV","Private","0","PhD",319855,"0",104067,"Manager","0","Yes","0",0,"No","no","No","F",6,33,"Urban",10
"1867","1",7485,34,5490,0.38,"Pickup","Commercial","1","High School",162309,"4",58991,"Blue Collar","1","Yes","0",1423,"No","no","No","M",13,61,"Urban",14
"1868","0",0,53,20530,0,"Minivan","Private","0","Masters",0,"0",0,"Home Maker","0","No","3",0,"No","no","No","F",7,7,"Urban",0
"1869","0",0,39,9460,1,"SUV","Private","0","High School",0,"0",0,"Student","0","Yes","0",0,"No","no","Yes","F",8,35,"Urban",0
"1870","1",3034,35,1500,0,"SUV","Private","2","Bachelors",0,"2",47797,"Professional","0","No","4",41303,"Yes","no","Yes","F",6,23,"Urban",8
"1871","1",4271.3985486,43,10700,1,"Pickup","Commercial","0","High School",177127,"0",49021,"Professional","0","No","2",0,"No","no","Yes","M",1,49,"Urban",10.5766666666667
"1872","0",0,50,20730,0,"Van","Commercial","1","Masters",0,"0",125583,"Professional","0","Yes","5",1358,"No","no","No","M",1,41,"Urban",7
"1873","0",0,38,13990,0.0621182266009852,"SUV","Private","0","Bachelors",150812,"0",46947,"Home Maker","0","Yes","0",0,"No","no","No","F",1,13,"Rural",7
"1874","0",0,39,8310,1,"SUV","Private","0","High School",0,"2",24790,"Clerical","0","No","0",0,"Yes","no","No","F",7,29,"Rural",12
"1875","0",0,46,18220,0.0199999999999999,"SUV","Private","0","Masters",0,"0",0,"Lawyer","0","No","0",0,"No","no","No","F",6,17,"Urban",8
"1876","0",0,43,5800,1,"SUV","Private","0","High School",267152,"0",106059,"Manager","0","Yes","4",0,"No","no","No","F",13,44,"Urban",11
"1877","0",0,47,9570,0,"Minivan","Private","0","No High School",119708,"0",0,"Clerical","0","No","2",0,"No","no","No","M",1,18,"Urban",8
"1878","0",0,52,25530,0,"Panel Truck","Commercial","2","No High School",200353,"0",30776,"Clerical","0","Yes","0",1086,"No","yes","No","M",10,25,"Urban",9
"1879","1",6685.4034076,53,16720,0,"SUV","Commercial","3","High School",0,"1",12824,"Student","1","No","8",9851,"Yes","no","No","F",6,48,"Urban",11
"1880","0",0,39,10170,0,"SUV","Private","1","Masters",0,"1",78477,"Manager","1","Yes","1",3927,"No","no","No","F",3,26,"Urban",13
"1881","0",0,50,7040,0,"Sports Car","Private","2","Bachelors",0,"0",5386,"Student","0","Yes","4",2996,"No","no","No","F",1,68,"Urban",13
"1882","0",0,51,22020,0,"Minivan","Private","0","Masters",269747,"0",89582,"Lawyer","0","No","0",0,"No","no","Yes","M",9,37,"Urban",14
"1883","1",1037,54,11020,0,"Pickup","Commercial","0","Bachelors",111556,"0",0,"Home Maker","0","No","1",0,"No","yes","Yes","M",1,26,"Urban",0
"1884","0",0,39,7050,0,"SUV","Commercial","0","High School",0,"3",6843,"Student","1","No","1",0,"Yes","no","No","F",4,9,"Rural",12
"1885","1",1990,36,22070,1,"Van","Private","0","No High School",0,"0",33447,"Clerical","0","No","0",0,"No","yes","No","M",7,42,"Urban",11
"1886","1",6208,54,9640,0,"SUV","Commercial","0","Bachelors",0,"0",27354,"Blue Collar","0","No","2",0,"No","no","No","F",1,19,"Urban",12
"1887","0",0,41,22860,0,"Minivan","Private","0","High School",209877,"0",70426,"Professional","0","Yes","0",0,"No","no","No","F",6,38,"Urban",12
"1888","0",0,42,18690,0,"SUV","Private","2","Bachelors",241791,"0",0,"Clerical","0","Yes","0",1698,"No","no","No","F",1,57,"Urban",12
"1889","0",0,42,18020,0,"Minivan","Commercial","0","Bachelors",0,"2",0,"Student","2","No","1",0,"Yes","no","No","F",7,35,"Rural",1.48666666666666
"1890","0",0,39,10490,0,"SUV","Private","0","High School",194126,"1",50891,"Clerical","1","Yes","5",0,"No","no","No","F",1,32,"Rural",11
"1891","1",19351.621231,57,19820,0,"SUV","Commercial","0","High School",308350,"0",81767,"Blue Collar","0","Yes","0",0,"No","no","No","F",1,30,"Urban",8
"1892","1",4903,47,25250,1,"Panel Truck","Commercial","0","No High School",96107,"0",19779,"Blue Collar","0","No","2",0,"No","yes","No","M",4,50,"Rural",14
"1893","0",0,51,19640,1,"Pickup","Commercial","1","High School",56589,"0",0,"Home Maker","0","Yes","2",6187,"No","no","No","F",1,56,"Urban",0
"1894","0",0,42,17390,0,"Van","Commercial","0","Masters",335371,"0",116863,"Manager","0","Yes","3",0,"No","no","No","M",1,45,"Urban",9
"1895","0",0,49,6400,0,"Pickup","Commercial","0","Masters",0,"0",176866,"Manager","0","No","0",0,"No","yes","Yes","M",3,69,"Urban",7
"1896","0",0,49,25530,0,"Minivan","Private","0","Masters",157112,"0",21918,"Lawyer","0","Yes","0",0,"No","no","No","F",6,18,"Urban",14
"1897","0",0,32,20480,0,"Van","Private","0","Bachelors",325815,"1",126678,"Blue Collar","0","Yes","4",0,"No","yes","No","M",4,60,"Rural",12
"1898","1",2589,47,5430,1,"Pickup","Private","0","No High School",149582,"0",0,"Blue Collar","0","Yes","0",0,"No","yes","No","M",3,44,"Urban",9
"1899","0",0,37,11440,1,"SUV","Commercial","0","High School",217421,"0",62409,"Blue Collar","0","No","1",0,"No","no","Yes","F",10,55,"Rural",9
"1900","0",0,51,22570,0,"Panel Truck","Commercial","0","PhD",174100,"0",28979,"Manager","0","Yes","3",0,"No","yes","No","M",1,45,"Urban",14
"1901","0",0,35,13690,1,"Minivan","Private","0","Bachelors",232815,"1",77486,"Manager","0","No","0",0,"Yes","yes","No","M",1,28,"Urban",11
"1902","0",0,53,16190,0,"Minivan","Private","0","High School",0,"0",93908,"Clerical","0","No","2",0,"No","yes","No","M",1,41,"Rural",13
"1903","0",0,39,5600,1,"Sports Car","Private","1","No High School",0,"0",0,"Student","0","Yes","0",4697,"No","no","No","F",1,79,"Urban",2.06
"1904","0",0,52,6700,0,"Minivan","Private","0","Masters",0,"0",168168,"Lawyer","0","No","0",0,"No","yes","No","M",10,22,"Urban",6
"1905","1",4296,36,8560,0,"SUV","Private","3","Bachelors",211273,"0",60847,"Blue Collar","0","No","5",6295,"No","no","No","F",4,31,"Urban",9
"1906","1",2777,39,11170,0,"SUV","Commercial","0","High School",213239,"0",57744,"Blue Collar","0","Yes","3",0,"No","no","No","F",1,45,"Urban",11
"1907","1",4298,52,6700,0,"Pickup","Commercial","3","Bachelors",0,"0",5,"Student","0","No","0",4824,"No","yes","No","M",1,38,"Urban",10
"1908","0",0,53,30810,0,"Panel Truck","Commercial","2","Masters",0,"0",62280,"Manager","0","No","0",4390,"No","yes","No","M",6,52,"Urban",10
"1909","0",0,37,20860,0,"SUV","Private","3","Bachelors",0,"2",0,"Student","1","No","2",9237,"Yes","no","No","F",1,41,"Rural",0
"1910","1",2536,57,15110,0,"Sports Car","Private","3","Masters",0,"2",79053,"Lawyer","1","Yes","6",3795,"No","no","No","F",7,57,"Urban",15
"1911","1",5723,39,7020,0,"Pickup","Private","0","PhD",237341,"0",102052,"Manager","0","No","1",0,"No","yes","No","M",6,21,"Urban",4
"1912","0",0,35,12760,0,"SUV","Private","0","Bachelors",0,"0",64890,"Manager","0","No","0",0,"No","no","No","F",1,27,"Urban",7
"1913","1",337.50470226,51,19920,0,"Van","Commercial","0","PhD",396556,"0",146881,"Manager","0","Yes","0",0,"No","no","No","M",1,70,"Urban",12
"1914","0",0,44,16510,0,"Minivan","Commercial","0","High School",242234,"3",69264,"Blue Collar","2","Yes","0",0,"No","yes","No","M",4,35,"Rural",15
"1915","0",0,34,11990,0,"SUV","Private","0","No High School",0,"1",0,"Student","0","Yes","0",0,"No","no","No","F",7,42,"Urban",0
"1916","1",2257,51,12340,0,"SUV","Private","3","Bachelors",231626,"0",57410,"Professional","0","Yes","3",33089,"No","no","No","F",13,34,"Urban",15
"1917","0",0,34,7850,1,"Sports Car","Commercial","2","High School",0,"4",6363,"Student","0","No","2",53477,"Yes","no","Yes","F",6,23,"Urban",11.1861538461538
"1918","0",0,43,9920,0,"SUV","Private","2","High School",0,"1",41229,"Student","0","Yes","3",5303,"No","no","No","F",4,43,"Urban",11.4178571428571
"1919","1",2774,41,6830,1,"SUV","Commercial","0","High School",0,"0",53293,"Blue Collar","0","No","0",0,"No","no","No","F",6,46,"Urban",5
"1920","0",0,42,18340,0,"Van","Commercial","2","Masters",0,"0",94090,"Manager","0","Yes","3",39973,"No","yes","Yes","M",1,29,"Urban",11
"1921","0",0,38,8650,0,"Pickup","Commercial","0","Bachelors",134163,"1",15216,"Home Maker","0","No","0",0,"Yes","yes","No","M",1,10,"Rural",12
"1922","0",0,34,10960,0,"SUV","Private","0","Bachelors",325518,"1",121279,"Blue Collar","0","Yes","4",0,"No","no","Yes","F",1,35,"Urban",12
"1923","0",0,49,16940,0,"Van","Private","3","Bachelors",232785,"0",0,"Professional","0","Yes","3",3170,"No","yes","No","M",6,43,"Urban",13
"1924","1",3997,26,4200,1,"SUV","Private","2","No High School",0,"2",989,"Student","0","Yes","3",25081,"No","no","Yes","F",10,24,"Urban",13
"1925","1",8496,42,6480,0,"SUV","Private","1","High School",0,"0",7804,"Student","0","No","2",4400,"No","no","No","F",1,25,"Urban",10.1
"1926","0",0,44,6040,0,"Pickup","Commercial","0","Bachelors",181181,"0",65426,"Manager","0","Yes","1",0,"No","yes","No","M",6,44,"Urban",11
"1927","0",0,55,24450,0,"Panel Truck","Commercial","4","PhD",439040,"0",174526,"Manager","0","No","3",4478,"No","no","No","M",3,26,"Urban",14
